compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
thymidine 5'-monophosphoric acid	GYOZYWVXFNDGLU-XLPZGREQSA-N	[M-H]-	321.04933	14.02036732	13.27036732	14.77036732	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04B04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: nice w/ tail 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04B04 2. MZRT: m/z-rt manually verified 3. PEAK: nice w/ tail 4. SPECTRUM: none				HF_Aug2019	
maltose	GUBGYTABKSRVRQ-PICCSMPSSA-N	[M-H]-	341.10894	14.06357659	13.31357659	14.81357659	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06G09 2. MZRT: m/z-rt manually verified 3. PEAK: split peak, probably anomers 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06G09 2. MZRT: m/z-rt manually verified 3. PEAK: split peak, probably anomers 4. SPECTRUM: none				HF_Aug2019	
cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N	[M-H]-	341.10894	14.06536926	13.31536926	14.81536926	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06H01 2. MZRT: m/z-rt manually verified 3. PEAK: split peak probably due to anomers 4. SPECTRUM: many mismatches to stereoisomer; STANDARD ANNOTATION: 1. SOURCE: IROA06H01 2. MZRT: m/z-rt manually verified 3. PEAK: split peak probably due to anomers 4. SPECTRUM: parent is predominant				HF_Aug2019	
cytidine 2',3'-cyclic mono-phosphoric acid	NMPZCCZXCOMSDQ-ZRTZXPPTSA-N	[M-H]-	304.03401	14.06701773	13.31701773	14.81701773	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03B03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice but narrow 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA03B03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice but narrow 4. SPECTRUM: none				HF_Aug2019	
maltose	GUBGYTABKSRVRQ-PICCSMPSSA-N	[M+Cl]-	377.08561	14.0677773	13.3177773	14.8177773	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06G09 2. MZRT: m/z-rt manually verified 3. PEAK: split peak, probably anomers 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06G09 2. MZRT: m/z-rt manually verified 3. PEAK: split peak, probably anomers 4. SPECTRUM: none				HF_Aug2019	
glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N	[M-H]-	74.02475	14.11591172	13.36591172	14.86591172	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D01 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
benserazide hydrochloride	BNQDCRGUHNALGH-UHFFFAOYSA-N	[M-H]-	256.0938946	14.12518889	13.62518889	14.62518889	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_3_MS-P1-C4_1_Rg70to1050-CE205060norm--S1_Run27.h5	HF_Aug2019	
serine 	MTCFGRXMJLQNBG-UHFFFAOYSA-N	[M-H]-	104.0353171	14.13681076	13.63681076	14.63681076	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250502_JGI_RH_509790_LCB70-Lac13C_final-Set1_EXP120B_HILICZ_USHXG01827/20250502_JGI_RH_509790_LCB70-Lac13C_final-Set1_EXP120B_HILICZ_USHXG01827_NEG_MS2_RefStd-4_serine_1_Rg70to1050-CE102040norm-10ugml-S1_Run233.h5	HF_Aug2019	
nystatin	VQOXZBDYSJBXMA-VNGPISPUSA-N	[M-H]-	924.4962239	14.20879229	13.70879229	14.70879229	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_35_MS-P4-C6_1_Rg70to1050-CE102040norm--S1_Run189.h5	HF_Aug2019	
lactose	GUBGYTABKSRVRQ-QKKXKWKRSA-N	[M-H]-	341.10894	14.27859277	13.52859277	15.02859277	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04C04 2. MZRT: m/z-rt manually verified 3. PEAK: double peak + earlier peak - weird 4. SPECTRUM: noisy; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N	[M-H]-	145.06187	14.31275825	13.56275825	15.06275825	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01A02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice, small signal in blank file possibly carryover from QC mix? 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
beta-alanine	UCMIRNVEIXFBKS-UHFFFAOYSA-N	[M-H]-	88.0404	14.32305039	13.57305039	15.07305039	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01C03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01C03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N	[M-H]-	131.04622	14.36808894	13.61808894	15.11808894	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLQCsopV3c72 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: NMLQCsopV3c72 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
4-aminobutanoic acid	BTCSSZJGUNDROE-UHFFFAOYSA-N	[M-H]-	102.05605	14.38565257	13.63565257	15.13565257	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04D06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04D06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
5-aminopentanoic acid	JJMDCOVWQOJGCB-UHFFFAOYSA-N	[M-H]-	116.0717	14.38579904	13.63579904	15.13579904	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04B06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: parent is only ion; STANDARD ANNOTATION: 1. SOURCE: IROA04B06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: parent is only ion				HF_Aug2019	
gluconic acid	RGHNJXZEOKUKBD-SQOUGZDYSA-N	[M-H]-	195.05103	14.38967497	13.63967497	15.13967497	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01C07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: nice, but tailing, high constant background also 4. SPECTRUM: (picked up on tail at 16.9 min); STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
trehalose	HDTRYLNUVZCQOY-LIZSDCNHSA-N	[M-H]-	341.10894	14.44804752	13.69804752	15.19804752	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02A12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST, MONA 3. PEAK: nice, nearby background ion at RT-1min 4. SPECTRUM: NIST has binning issue but is perfect match; STANDARD ANNOTATION: 1. SOURCE: IROA02A12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: low intensity 4. SPECTRUM: NIST has binning issue but is perfect match				HF_Aug2019	
s-(5'-adenosyl)-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	[M-H]-	383.11431	14.44966623	13.69966623	15.19966623	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03E11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03E11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
2'-deoxyuridine 5'-mono-phos-phic acid	JSRLJPSBLDHEIO-SHYZEUOFSA-N	[M-H]-	307.03368	14.46709989	13.71709989	15.21709989	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03D04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03D04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
mannosamine	MSWZFWKMSRAUBD-CBPJZXOFSA-N	[M+Cl]-	214.04877	14.52081396	13.77081396	15.27081396	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03G11 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA03G11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: nice 4. SPECTRUM: perfect msms				HF_Aug2019	
cysteic acid	XVOYSCVBGLVSOL-REOHCLBHSA-N	[M-H]-	167.99722	14.53906337	13.78906337	15.28906337	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02H10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02H10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
methionine sulfoximine	SXTAYKAGBXMACB-DPVSGNNYSA-N	[M-H]-	179.04959	14.6523677	13.9023677	15.4023677	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04C10 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA04C10 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
glucosamine hydrochloride	MSWZFWKMSRAUBD-QZABAPFNSA-N	[M-H]-	178.0720965	14.73432975	14.23432975	15.23432975	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_30_MS-P3-C11_1_Rg70to1050-CE102040norm--S1_Run164.h5	HF_Aug2019	
glucosamine hydrochloride	MSWZFWKMSRAUBD-QZABAPFNSA-N	[M+Cl]-	214.0487745	14.73439756	14.23439756	15.23439756	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_30_MS-P3-C11_1_Rg70to1050-CE205060norm--S1_Run165.h5	HF_Aug2019	
melibiose	DLRVVLDZNNYCBX-ABXHMFFYSA-N	[M-H]-	341.10894	14.76377528	14.01377528	15.51377528	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06G07 2. MZRT: m/z-rt manually verified 3. PEAK: split peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06G07 2. MZRT: m/z-rt manually verified 3. PEAK: split peak 4. SPECTRUM: none				HF_Aug2019	
damp	KHWCHTKSEGGWEX-RRKCRQDMSA-N	[M-H]-	330.06089	14.76974481	14.01974481	15.51974481	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01G09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST, MONA 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01G09 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
n-acetyl-aspartic acid	OTCCIMWXFLJLIA-BYPYZUCNSA-N	[M-H]-	174.0408	14.82464623	14.07464623	15.57464623	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02H02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02H02 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none				HF_Aug2019	
methotrexate hydrate	FBOZXECLQNJBKD-UHFFFAOYSA-N	[M-H]-	453.1640398	14.87239116	14.37239116	15.37239116	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_29_MS-P3-C10_1_Rg70to1050-CE205060norm--S1_Run160.h5	HF_Aug2019	
histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N	[M-H]-	154.0622	14.87779878	14.12779878	15.62779878	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA400 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: broad and tailing 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
n-acetylneuraminic acid	SQVRNKJHWKZAKO-LUWBGTNYSA-N	[M-H]-	308.0987	14.8797486	14.1297486	15.6297486	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01A08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice, but L shoulder and tailing 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01A08 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
uridine-5-monophosphoric acid	DJJCXFVJDGTHFX-XVFCMESISA-N	[M-H]-	323.02859	14.9631958	14.2131958	15.7131958	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01E03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST, MONA 3. PEAK: tailing 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01E03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: tailing 4. SPECTRUM: none				HF_Aug2019	
glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N	[M+acetate]-	238.09323	15.05878968	14.30878968	15.80878968	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02B12 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N	[M-H]-	174.08841	15.09471364	14.34471364	15.84471364	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLQCsopV3c68 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: NMLQCsopV3c68 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
acetylcysteine	PWKSKIMOESPYIA-BYPYZUCNSA-N	[M-H]-	162.0230381	15.12664917	14.62664917	15.62664917	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_9_MS-P1-C10_1_Rg70to1050-CE102040norm--S1_Run56.h5	HF_Aug2019	
n-alpha-acetyl-lysine	VEYYWZRYIYDQJM-ZETCQYMHSA-N	[M-H]-	187.10882	15.12986101	14.37986101	15.87986101	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03C11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03C11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
5-aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N	[M-H]-	130.05097	15.13903909	14.38903909	15.88903909	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03D03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03D03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
n-methyl-glutamic acid	XLBVNMSMFQMKEY-BYPYZUCNSA-N	[M-H]-	160.06153	15.1426217	14.3926217	15.8926217	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02F04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02F04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
glycerol 2-phosphoric acid	DHCLVCXQIBBOPH-UHFFFAOYSA-N	[M-H]-	171.0064	15.15550616	14.40550616	15.90550616	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04H01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: long tail w/ peaks on it 4. SPECTRUM: perfect match to mona; STANDARD ANNOTATION: 1. SOURCE: IROA04H01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: long tail w/ peaks on it 4. SPECTRUM: perfect match to mona				HF_Aug2019	
n-acetyl-glutamic acid	RFMMMVDNIPUKGG-YFKPBYRVSA-N	[M-H]-	188.05645	15.15757256	14.40757256	15.90757256	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04A04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04A04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
o-succinyl-homoserine	GNISQJGXJIDKDJ-YFKPBYRVSA-N	[M-H]-	218.06701	15.15960491	14.40960491	15.90960491	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02B04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
glucuronic acid	AEMOLEFTQBMNLQ-AQKNRBDQSA-N	[M-H]-	193.03538	15.16487273	14.41487273	15.91487273	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02C12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: ok but broad 4. SPECTRUM: all perfect (nist has binning issue); STANDARD ANNOTATION: 1. SOURCE: IROA02C12 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none				HF_Aug2019	
trans-aconitic acid	GTZCVFVGUGFEME-HNQUOIGGSA-N	[M-H]-	173.0091619	15.26414426	14.76414426	15.76414426	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558_NEG_MS2_RefStd-3_trans-AconiticAcid_1_Rg70to1050-CE102040norm-10ugmL-S1_Run388.h5	HF_Aug2019	
n-methyl-aspartic acid	HOKKHZGPKSLGJE-GSVOUGTGSA-N	[M-H]-	146.04588	15.3064444	14.5564444	16.0564444	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02F10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02F10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
adenosine 5'-monophosphoric acid	UDMBCSSLTHHNCD-KQYNXXCUSA-N	[M-H]-	346.05581	15.34762268	14.59762268	16.09762268	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02H11 2. MZRT: m/z-rt manually verified 3. PEAK: nice but tailing over 2 min w split pk on tail (due to gradient issue) 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02H11 2. MZRT: m/z-rt manually verified 3. PEAK: nice but tailing over 2 min w split pk on tail (due to gradient issue) 4. SPECTRUM: none				HF_Aug2019	
glucosamine 6-sulfuric acid	MTDHILKWIRSIHB-QZABAPFNSA-N	[M-H]-	258.02891	15.36974128	14.61974128	16.11974128	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04H03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak 4. SPECTRUM: perfect match for metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA04H03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak 4. SPECTRUM: perfect match for metatlas				HF_Aug2019	
3-sulfino-alanine	ADVPTQAUNPRNPO-REOHCLBHSA-N	[M-H]-	152.0023	15.41584361	14.66584361	16.16584361	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02B03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
ribose-5-phosphate	PPQRONHOSHZGFQ-LMVFSUKVSA-N	[M-H]-	229.0118779	15.41768346	14.91768346	15.91768346	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663_NEG_MS2_RefStd-23_Ribose-5-phosphate-100ugml_1_Rg70to1050-CE205060norm-100ugml-S1_Run252.h5	HF_Aug2019	
s-carboxymethyl-cysteine	GBFLZEXEOZUWRN-VKHMYHEASA-N	[M-H]-	178.01795	15.44317622	14.69317622	16.19317622	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04A12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04A12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
glucosaminic acid	UFYKDFXCZBTLOO-TXICZTDVSA-N	[M-H]-	194.06701	15.48437465	14.73437465	16.23437465	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
galacturonic acid	AEMOLEFTQBMNLQ-DTEWXJGMSA-N	[M-H]-	193.03538	15.50071083	14.75071083	16.25071083	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04C07 2. MZRT: m/z-rt manually verified 3. PEAK: wide/flat 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA04C07 2. MZRT: m/z-rt manually verified 3. PEAK: wide/flat 4. SPECTRUM: none				HF_Aug2019	
raffinose	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N	[M-H]-	503.16176	15.53249857	14.78249857	16.28249857	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04B10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: nice 4. SPECTRUM: perfect msms, binning issue with nist; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
glucosamine 6-sulfuric acid	MTDHILKWIRSIHB-QZABAPFNSA-N	[M-H]-	258.02891	15.57137434	14.82137434	16.32137434	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04H03 2. MZRT: m/z-rt manually verified 3. PEAK: double peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA04H03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak 4. SPECTRUM: perfect match for metatlas				HF_Aug2019	
sn-glycerol 3-phosphoric acid	AWUCVROLDVIAJX-GSVOUGTGSA-N	[M-H]-	171.0064	15.588948	14.838948	16.338948	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04G08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: nice but tailed w/ a smal peak on it 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04G08 2. MZRT: m/z-rt manually verified 3. PEAK: nice w/ tail 4. SPECTRUM: none				HF_Aug2019	
fructose-6-phosphate	GSXOAOHZAIYLCY-HSUXUTPPSA-N	[M-H]-	259.0224426	15.59120931	15.09120931	16.09120931	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663_NEG_MS2_RefStd-MixB-100_MixB-100_1_Rg70to1050-CE102040norm-100ugml-S1_Run195.h5	HF_Aug2019	
